index,y_pred
766,0.2117916964356593
456,1.0
122,0.1568861912978214
145,0.9
1418,0.7222222222222221
711,1.0
505,0.13936273542228744
945,0.30690262723582673
183,0.07626687038451745
537,0.357032352416549
738,0.20101665737196753
1246,0.1859302325581395
1299,1.0
109,0.6867703218767048
908,0.29333333333333333
900,0.15729493127055402
780,0.2955842160424107
1207,0.03966793168880455
1480,0.10801243822012112
1487,0.06079988121440799
1004,0.3478846153846154
323,0.10928758741258741
131,0.8369674185463658
564,0.9666666666666668
899,0.15654360342995527
1436,0.15699439597867465
411,0.736111111111111
300,0.11866753591549321
238,1.0
425,0.7499165623696288
1185,0.09146229880629833
668,0.004838709677419355
1304,0.11190476190476191
1471,1.0
723,0.2478930117825337
231,1.0
1241,0.1484229674072461
1444,0.17929324811278574
1197,0.28546360153256706
1328,0.8
1109,0.004838709677419355
989,0.15112174810442064
623,0.10810832887531671
545,0.7264912280701754
60,0.2125
1486,0.12372581871247726
544,0.0778623188405797
993,0.5357142857142858
249,0.1391306254575301
1465,0.6
621,0.05758298846147075
467,0.7
595,0.18131712259371835
347,0.10933265856323178
1008,0.06830769230769232
304,0.18791353383458648
202,0.548103448275862
814,0.03498701298701299
783,0.5873249299719887
1156,0.15382837281265146
701,0.2146341800399323
734,0.14593672910127642
1125,0.145
654,0.05758298846147075
1075,0.19158733541424008
1397,0.8509751773049647
338,0.21399940874399076
697,0.28911637931034484
1428,0.9
733,0.36660722906990495
438,0.11666666666666667
204,0.26799344808825404
525,0.41871327254305973
1274,0.09129114223054385
600,1.0
87,1.0
1292,0.358448121287864
1022,0.375
273,1.0
92,0.004838709677419355
398,0.30917426545086124
1147,0.11300049769814606
298,0.30577718062671566
67,0.14923633057756666
361,0.14595238095238094
255,0.788888888888889
120,0.21320888212051434
935,0.8106569615528183
1193,0.14923633057756666
790,1.0
1023,0.13864782199654951
0,1.0
466,1.0
860,0.2704761904761905
1354,0.1626190476190476
37,0.3166666666666667
535,0.22066490200613811
906,0.19579017653573055
1423,0.011195652173913042
599,0.24546360153256708
1195,0.04452898550724638
960,0.3619047619047619
1375,0.30122549019607847
1100,0.2449431320371668
548,0.3333333333333333
493,0.012987012987012986
446,0.27768683339831435
728,0.16629377706990928
726,0.95
740,1.0
416,0.7768085106382979
889,1.0
863,0.21918626423345292
1485,0.17106739112218233
1285,0.09321615884115883
1116,0.444264705882353
1208,0.9
1112,0.09589209600740142
1221,0.26974358974358975
1071,0.10843822843822844
1470,0.13674347158218125
816,1.0
576,0.20024392417720968
815,0.86
180,0.11975060199518403
34,0.20104379972413638
1468,1.0
1139,0.19523773105517006
591,0.4859649122807017
41,0.4597893772893774
321,0.2833333333333333
306,0.22916666666666666
823,1.0
922,0.04452898550724638
1421,0.16327309455799016
184,0.05807079333951953
949,0.766967418546366
1412,0.23178588814119827
1453,0.25781119607284164
1425,0.25312168676549857
414,0.1
636,0.1591068419611801
313,0.225
1352,0.21287291013584117
397,0.16327309455799016
138,0.11050739594083248
1108,0.1651315789473684
1164,0.11187054367201425
301,0.16569943441198767
683,0.5587096332785988
692,0.4676424488290614
812,0.2534270805096232
108,0.05266538793411413
1458,0.16813980593222783
95,0.012987012987012986
1342,0.3755952380952381
475,0.11418137546892604
1198,0.14653962847291396
684,0.1326989174618485
1054,1.0
381,0.7166666666666666
804,1.0
1462,0.11666666666666667
241,0.6468085106382979
164,0.19228106185002736
1484,0.004838709677419355
419,0.19700147246858962
310,0.29001925912686005
384,1.0
216,0.6
951,0.2
470,0.16054596891659942
88,0.48940439763751514
97,0.2230418153629498
914,0.9
14,0.05807079333951953
49,1.0
583,0.15234630846161387
1012,1.0
1291,0.9
1046,0.11287291013584118
1072,0.7499165623696288
406,0.4159243697478991
271,0.3168638988776288
917,0.23191920824273765
991,0.8
1068,0.2954631952461515
315,0.007142857142857143
913,0.18645604395604395
1111,1.0
78,0.18760159858629818
1203,0.7944444444444445
1160,0.11866753591549321
826,0.39553884711779447
159,0.73
605,0.30802439881733
1481,0.8106569615528183
824,0.07458229942100911
1081,0.33571428571428574
115,1.0
663,0.12454340709059575
947,0.0125
821,0.2272893772893773
500,0.14761904761904762
163,0.16846878884877975
1370,0.13936273542228744
1138,0.23403820317613425
714,0.9
462,0.0894948869499953
1271,0.24525663192616184
356,0.5217307692307692
891,1.0
90,0.14009724732465048
166,0.38055555555555554
20,0.15192028985507247
870,1.0
107,0.18515805934633575
369,0.08571629216513306
1016,0.3458333333333333
566,0.05493353705118411
230,0.20457514029228885
703,0.4001845496695995
569,0.1901095029019248
1199,0.26226984126984126
444,0.6057142857142856
572,0.46818765865612794
1059,0.33571428571428574
386,1.0
866,0.46056166056166054
1210,0.6459298245614036
477,0.36660722906990495
86,0.4666666666666666
334,0.16068578932960115
841,0.8589025755879061
1050,0.18265310154127135
39,0.0894948869499953
329,0.0796940107967077
850,0.15436282447575064
880,0.1
641,0.39999999999999997
1361,1.0
735,0.377238549301454
208,0.1060998083443904
1098,0.41666666666666663
968,0.19595238095238093
810,0.3982928182928183
760,0.11555555555555555
936,0.3220434070905957
1175,0.14183435439333805
160,0.11084056793460269
772,0.37680851063829784
580,0.4575980392156863
7,0.6941894630192502
995,0.22636677685735646
63,0.7957446808510639
237,1.0
125,1.0
434,0.08501925912686001
309,0.1826653155710678
136,1.0
759,0.0
522,0.4
